"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"DGKA",0.118289087374986,-0.537600536403796,0.062,0.32,1
"MAN1A2",0.118330525864314,0.568338046014549,0.438,0.4,1
"SETDB1",0.118692056965675,0.542813320946416,0.188,0.04,1
"AGL",0.118805996254021,-0.515794205561988,0.062,0.24,1
"R3HDM2",0.118831284997318,-0.410665389813127,0.125,0.48,1
"SELENOP",0.118941229552946,-0.369294167626074,0,0.12,1
"ZNF562",0.118971935947092,-0.487369073163867,0.188,0.4,1
"ERAP2",0.119038478825382,-0.427225686151806,0,0.12,1
"DYNC1H1",0.119084001953629,0.542987031041503,0.688,0.36,1
"ADGRA3",0.119238473296289,0.462068991599219,0.25,0,1
"ANKRD20A1",0.119746251483133,-0.316029525201909,0,0.12,1
"DDX19A",0.119839462455318,0.530544558082321,0.375,0.16,1
"YTHDC1",0.119910154540974,-0.508890067157389,0.125,0.4,1
"ADAMTS1",0.119998844862528,-0.326336523936917,0,0.12,1
"CHPT1",0.120043709788577,0.507955491879211,0.312,0.12,1
"ZNF266",0.120410475668161,-0.488405440812801,0.062,0.16,1
"YLPM1",0.120532867859236,-0.487681018990898,0.375,0.52,1
"AMER1",0.120572210748551,-0.408326603545242,0,0.16,1
"POC1B",0.120603335529801,-0.447457785309732,0,0.12,1
"LRRN2",0.120896474462562,-0.356445627732223,0,0.12,1
"NSFL1C",0.120915883338811,-0.345196258038005,0,0.12,1
"PRKAG2",0.121006436873093,0.32113324289633,0.188,0,1
"ZNF561",0.121026558717155,-0.44295580565439,0.062,0.2,1
"SCAF11",0.121103331929868,-0.422369887560413,0.312,0.56,1
"KIF1C",0.121144624465341,-0.48575658543287,0.062,0.12,1
"ZCCHC8",0.12115425097115,-0.397811629088463,0.125,0.32,1
"DCUN1D1",0.121204343010813,0.46976170442936,0.312,0.08,1
"RAB1A",0.121529295921692,-0.349178638095887,0,0.12,1
"CDK7",0.121753861454297,-0.338052623377308,0,0.12,1
"ZNF354B",0.121983326219864,-0.491575575072751,0,0.12,1
"SLC24A4",0.122200454295491,0.493599053578883,0.25,0.04,1
"RBM5",0.122241325876069,0.501833588303683,0.625,0.36,1
"NACA",0.12230153425118,-0.284170190314222,0.062,0.16,1
"UNC13B",0.122358480766359,-0.27825220084957,0,0.12,1
"ZYG11B",0.122566636011472,-0.49022308168598,0.25,0.36,1
"SLAIN2",0.122727626860826,-0.529168588234835,0.062,0.28,1
"GPR158",0.12283794529268,0.519027546483709,0.438,0.16,1
"ARHGAP5",0.123024243568037,-0.538240684868957,0.312,0.48,1
"NAP1L1",0.123099885198209,-0.483421837801409,0.375,0.4,1
"KDM7A",0.12316593192507,-0.267240761077537,0,0.12,1
"RNGTT",0.123251229568867,0.312381450869672,0.25,0.04,1
"LRP2",0.123399298662086,0.268710771699399,0.312,0.08,1
"TIAM1",0.123600109781658,0.545907223594623,0.625,0.36,1
"ATP8B2",0.123644661865207,0.455719509918877,0.312,0.16,1
"CHTF8",0.123705692873244,-0.367810276403401,0,0.16,1
"NSMAF",0.123774693583022,0.454148364154323,0.25,0.04,1
"NQO2",0.123891750204928,-0.502251556014016,0.25,0.4,1
"BAHCC1",0.123983860602549,-0.352339255520262,0,0.12,1
"GOT2",0.124382431608277,-0.366468876800713,0,0.12,1
"GAB2",0.124502545943728,0.546685465902336,0.188,0.04,1
"USP15",0.12451701490311,-0.457433639322927,0.125,0.32,1
"CDK16",0.124612945183601,-0.36334388674476,0.062,0.2,1
"RAD51D",0.12462412376475,0.540979242726887,0.312,0.12,1
"MRNIP",0.124655055927364,0.556814213936601,0.312,0.12,1
"NR1D1",0.124695344101104,-0.269830948408221,0,0.12,1
"ATP6V0D1",0.124852826069146,-0.308003995887732,0.062,0.2,1
"IFT140",0.124860672830733,-0.271433123840635,0.062,0.24,1
"GABRA4",0.124891144549569,-0.44280722623193,0.312,0.6,1
"CLSTN3",0.124968470259527,-0.271043367487483,0.062,0.2,1
"CLTC",0.125008898497479,-0.475951600854503,0.25,0.52,1
"MAP1S",0.125088893130834,-0.342776635482229,0.062,0.2,1
"MCTP1",0.125104075570894,-0.541061378375592,0.125,0.32,1
"ACAT1",0.125337433355694,0.578903465424791,0.25,0.08,1
"BICRAL",0.12537933786552,0.404423463139389,0.312,0.12,1
"DCAKD",0.125611899380513,-0.351524530159819,0,0.12,1
"FZD3",0.125909109023508,0.602616211497832,0.5,0.28,1
"PEX14",0.125920592076785,0.539154190549764,0.188,0,1
"OLFM2",0.126139440259709,-0.272283954618323,0,0.12,1
"PRELID3A",0.126170123130108,-0.499180836653648,0,0.12,1
"RABL6",0.126250864889429,0.554921303883998,0.438,0.28,1
"FAM210A",0.126255177329385,-0.318980076870191,0,0.12,1
"PDE7A",0.126412875887042,-0.397926202494248,0.062,0.16,1
"ETNK1",0.126646782795926,0.658004193070764,0.25,0.04,1
"RIC1",0.126963569828538,0.656939926539717,0.25,0.04,1
"SPNS2",0.12705402122413,0.559033050435768,0.188,0,1
"RPL27",0.127080273670445,-0.406071350597015,0,0.12,1
"WIPI2",0.1272529956121,-0.40011109914513,0,0.12,1
"KCNH5",0.127269800791154,0.696406799168156,0.188,0.04,1
"NCOR1",0.127346932866215,-0.482757014292429,0.375,0.64,1
"CLK4",0.127370041438865,0.593456307592928,0.375,0.16,1
"TSPOAP1",0.127444404151788,-0.379580793530051,0.062,0.2,1
"MAPKBP1",0.127812185516823,0.594579824549598,0.312,0.08,1
"MRFAP1L1",0.127967543033987,-0.331657902036666,0,0.12,1
"PIK3R1",0.128094827072328,-0.550216813974684,0.125,0.28,1
"TIMM17A",0.128430559031984,0.447388179541097,0.188,0,1
"CACYBP",0.128475359782336,0.582849191496023,0.25,0.04,1
"FCHO1",0.128487509511771,-0.271884207217895,0.062,0.16,1
"DSTYK",0.128505036554024,-0.470072025040543,0.125,0.28,1
"EIF5",0.128535881248321,-0.426102361415316,0.188,0.36,1
"ADARB2",0.128544048123353,-0.480656489935094,0.312,0.52,1
"ADAM33",0.128555770765651,-0.336738367336871,0.062,0.16,1
"RBM41",0.128568602647965,0.525504914066453,0.312,0.08,1
"RBFOX1",0.128594975035887,-0.48860110914005,0.312,0.48,1
"SRRT",0.128615304524758,0.409582667038867,0.25,0.08,1
"FBXO32",0.129086179453378,-0.38693390500175,0,0.12,1
"RCOR3",0.129130049536117,-0.477731801879762,0.25,0.36,1
"FLOT1",0.129925791124304,0.488368458158243,0.188,0,1
"BCAT2",0.1302752231647,-0.476924814928475,0.125,0.2,1
"TRIP4",0.130465903990664,0.489880084902117,0.188,0,1
"EDRF1",0.13047710793243,-0.411430487138338,0,0.12,1
"STRIP1",0.130520194369414,-0.446381677755232,0.062,0.24,1
"ADCYAP1R1",0.130543109425228,-0.471918855145807,0.125,0.28,1
"TIPRL",0.13075220502736,0.527374366905615,0.312,0.08,1
"SLC25A42",0.131005199340857,0.341748559410506,0.188,0,1
"CASZ1",0.13104994900512,0.335884464874906,0.312,0.16,1
"ODR4",0.1310833561836,0.651289085596556,0.25,0.08,1
"HIVEP1",0.131331343383337,0.638988095532306,0.375,0.16,1
"STAMBPL1",0.131387449865381,0.570646371700637,0.188,0,1
"UBE3C",0.131398762242649,-0.442906231114205,0.188,0.24,1
"GAK",0.13140734700701,0.327820895750836,0.438,0.16,1
"RPRD2",0.131501964010317,-0.494775123667247,0.188,0.28,1
"POLK",0.131567094291289,0.537528263615658,0.375,0.08,1
"FAM120B",0.131622757812138,-0.281840779078118,0,0.12,1
"NHLRC3",0.132035357878743,-0.311443072267212,0.062,0.16,1
"MPV17L",0.132244402724826,0.419416256825564,0.188,0.04,1
"APH1A",0.132541962920501,-0.441769764021916,0,0.12,1
"ENO2",0.132765657615358,-0.429037736085319,0.062,0.2,1
"ST6GAL1",0.133010550439274,-0.358362719076083,0,0.12,1
"DOC2A",0.133577191997855,-0.44503283599097,0.062,0.12,1
"CNTLN",0.134004349905465,-0.318405288231656,0,0.12,1
"NAT9",0.134165142566602,0.393398480394657,0.188,0.04,1
"AP5M1",0.134257698402781,-0.425678636297871,0.125,0.2,1
"IFT172",0.134509843300205,0.451945135850667,0.25,0.08,1
"SFXN4",0.134512408008823,0.330857429880888,0.188,0.04,1
"SRGAP1",0.134676822169057,-0.406468190984729,0.062,0.16,1
"TMEM41B",0.134772456067532,-0.45921067155289,0.062,0.12,1
"KLHDC3",0.135403980488485,-0.288272515937471,0,0.12,1
"COPS6",0.135436520664583,0.37149604357555,0.188,0.04,1
"THEM4",0.135452780996363,-0.456256071249141,0.062,0.2,1
"TAF2",0.136150309273519,0.553038426970012,0.188,0.04,1
"PAK1IP1",0.136242334750353,0.352674977278866,0.188,0,1
"PDE3B",0.136242334750353,0.352674977278866,0.188,0,1
"EFCAB5",0.136242334750353,0.352674977278866,0.188,0,1
"FLYWCH1",0.136379964064389,0.338188261927088,0.188,0.04,1
"KLF9",0.136415553217463,0.353923693916371,0.188,0.04,1
"ABCA6",0.136429247025488,-0.353905124439026,0.062,0.2,1
"SMC2",0.136513817368253,-0.383336380977308,0,0.12,1
"LNX1",0.136658026882522,0.360263442518852,0.25,0.04,1
"TMEM132B",0.136765272850447,-0.417923515361819,0.5,0.68,1
"IQCG",0.136810331179944,0.49153333412022,0.188,0.04,1
"OXSR1",0.136956127696498,-0.421861110467052,0.125,0.24,1
"SIRPB2",0.137014547230029,0.281677719491449,0.188,0.04,1
"FAM229A",0.137018296412091,-0.339632211866382,0.062,0.16,1
"PEX26",0.137077462543876,-0.472558918341376,0.188,0.32,1
"NASP",0.137126044172236,0.460500617698127,0.562,0.32,1
"ARHGAP26",0.137199505504386,-0.451259990012137,0.062,0.16,1
"RPS6KC1",0.137257608248625,-0.498293814184857,0.062,0.24,1
"TJAP1",0.137354777912852,0.461395890197569,0.25,0.08,1
"OGFR",0.137492110371503,-0.498964155090494,0.062,0.24,1
"CACNA2D3",0.137696835854303,0.401987366873474,0.25,0.08,1
"YIPF4",0.138155711420863,0.479245493858742,0.562,0.24,1
"SYN2",0.138177273086536,0.533067396216556,0.312,0.16,1
"CDH13",0.138226865747866,-0.466915771890937,0.188,0.36,1
"MAP3K11",0.138290078497569,-0.262661842159861,0.062,0.16,1
"PLEKHJ1",0.138304379001648,-0.326818389083298,0,0.12,1
"KIAA1958",0.138338986772286,-0.459411121919975,0.062,0.16,1
"ACO2",0.138351110509027,0.67104554791137,0.188,0,1
"FBXL18",0.138369566187549,0.474693007072921,0.25,0.08,1
"PPP2R2C",0.138476742930004,0.522808759088759,0.438,0.24,1
"TLK2",0.13854707493887,-0.425547601811526,0.062,0.16,1
"BICD2",0.138547646599584,0.357538610035383,0.188,0,1
"SH3BP2",0.138617043553765,0.253530627137924,0.312,0.12,1
"ZNF480",0.138854424488777,-0.460379091954395,0.125,0.16,1
"COIL",0.139219268772254,0.621786488032223,0.188,0,1
"TMEM260",0.139471252950281,-0.488722159873468,0.062,0.2,1
"CDC73",0.139658767140388,-0.382968351832598,0.062,0.16,1
"PDHA1",0.139731758020317,0.43504258231649,0.188,0,1
"FKBP8",0.139804350965405,0.564356397154852,0.188,0,1
"GYG1",0.140106352624,-0.275364475486037,0,0.12,1
"TXNDC12",0.140170024986759,-0.425316698718927,0,0.12,1
"USP9X",0.140270485393446,-0.403406943692528,0.125,0.2,1
"ANGPTL4",0.140842404437724,-0.281235696764147,0.062,0.16,1
"MYO1B",0.140962995904289,0.605303214579472,0.25,0.08,1
"NUP210",0.141021479378511,-0.296093502902438,0.062,0.2,1
"DVL2",0.141057189908174,0.291568119221951,0.188,0,1
"NUFIP2",0.141468008989392,-0.480325877183424,0.188,0.4,1
"SUPT16H",0.141674590750216,0.476981787178198,0.375,0.08,1
"IGIP",0.141725255435871,-0.364938769699964,0.062,0.28,1
"CAMLG",0.141827877441064,-0.423203132156735,0.062,0.16,1
"ZNF248",0.141836113074656,-0.502931244839107,0.25,0.36,1
"LRFN4",0.141858778349751,0.505248556214623,0.188,0.04,1
"RPL23",0.141880539843502,0.276964449738715,0.375,0.04,1
"PIGQ",0.142338853382423,0.599567850351325,0.188,0.08,1
"MPP3",0.14245056151272,-0.412778779212368,0.062,0.16,1
"UBA6",0.142481210681591,-0.387832479487856,0,0.12,1
"ERICH3",0.142648479027743,-0.50186647107725,0.125,0.24,1
"YWHAH",0.142745639171674,0.574868005505447,0.312,0.16,1
"LARP4B",0.14290369786981,-0.336424903017646,0.062,0.2,1
"DEK",0.143564964353397,-0.436314408403412,0.062,0.16,1
"STK17A",0.143741402597142,-0.349173852168035,0.062,0.2,1
"HNRNPL",0.143977351433024,0.545924426239744,0.438,0.16,1
"AMY2B",0.144012063514058,0.493644639013653,0.188,0,1
"WDR45",0.144092774475126,-0.303846722246379,0,0.12,1
"UGCG",0.144098149446537,-0.357422721423936,0.125,0.32,1
"HDAC5",0.14429548753254,-0.275438925830728,0.125,0.2,1
"MYT1L",0.144433686976336,-0.498048087256517,0.438,0.64,1
"EZH1",0.144453395063727,-0.448899425184921,0.062,0.16,1
"CRMP1",0.144500787836624,-0.285361694274573,0.125,0.28,1
"SRCIN1",0.144597425262272,0.451846595315601,0.312,0.08,1
"P4HTM",0.144676119220375,0.310649112564644,0.188,0.04,1
"SAP30BP",0.145419850718901,0.27778255121605,0.25,0.08,1
"AP1M1",0.145457627133429,-0.452032206454708,0.188,0.44,1
"OBSCN",0.145604885939315,0.358232958774863,0.5,0.32,1
"PABPN1",0.145699069666513,-0.448527550206861,0.312,0.48,1
"KANSL1",0.145863411201164,-0.460583674648451,0.375,0.6,1
"STAG3",0.14599864611515,-0.500625004855644,0.188,0.48,1
"MRPL11",0.146234829477863,0.374079525087152,0.188,0,1
"ZFP1",0.146328617461311,-0.346290537642626,0,0.12,1
"EOGT",0.146347316443949,0.500039809003362,0.188,0,1
"UBR4",0.146461849671404,0.459398952810261,0.312,0.2,1
"NBL1",0.146899004825172,-0.491461099289911,0.062,0.12,1
"HDAC11",0.147010873160349,-0.36138182902458,0,0.12,1
"NRDC",0.147094495725939,-0.627420319290296,0.125,0.32,1
"EMSY",0.147260991607457,0.517517454672584,0.312,0.08,1
"STK3",0.147305290388305,-0.257221219844865,0.062,0.2,1
"FADS6",0.147420394385856,0.503002738960927,0.188,0,1
"CORO1C",0.147466840191456,0.465150281895762,0.312,0.12,1
"GNA13",0.14763269274565,0.637181885119989,0.188,0,1
"EGLN2",0.147689810070101,-0.277821117649087,0.062,0.2,1
"CXADR",0.148009148452927,0.344755994374739,0.25,0.08,1
"TSC22D2",0.148411077138762,0.378415782347429,0.188,0.04,1
"ETV1",0.148849437326262,-0.25738733203172,0,0.12,1
"LAMC3",0.148849437326262,-0.25738733203172,0,0.12,1
"FRMD4B",0.148894497003277,-0.316434321477671,0,0.12,1
"URB1",0.149033265737259,-0.250673586261522,0.125,0.2,1
"PIP5K1B",0.149173997150798,0.492975835557319,0.312,0.16,1
"QTRT2",0.149205892140443,-0.261625360886283,0.062,0.2,1
"ACTR3",0.149221422014865,-0.420339999263554,0.125,0.2,1
"SPOCD1",0.149288156794901,-0.313521038957851,0,0.12,1
"BEX4",0.149337383722565,-0.410146752405173,0.062,0.16,1
"FZR1",0.149469492650492,-0.405291026512358,0.062,0.12,1
"SMAD3",0.149731054073379,-0.396784329179137,0,0.12,1
"B4GALT4",0.149780720273757,0.64392204453114,0.188,0.04,1
"MDC1",0.14996735893314,-0.400699560916413,0,0.12,1
"FAT3",0.150091252532943,-0.373610460375038,0.125,0.32,1
"SNW1",0.150197294541243,-0.353905124439026,0.062,0.16,1
"HMOX2",0.150218891489152,0.542687130400388,0.25,0.04,1
"C2orf49",0.1503072136083,-0.31935921502558,0,0.12,1
"STAU2",0.150397817815837,-0.438029730144568,0.125,0.24,1
"RALBP1",0.150410490455994,-0.586927797938062,0.125,0.32,1
"DNAJC27",0.150422822907606,0.45657391070388,0.312,0.08,1
"PDE4D",0.151034602783771,-0.366423769126345,0.125,0.24,1
"CAMK4",0.151357052933568,0.416047358139097,0.188,0.04,1
"GSTM2",0.151418763811919,-0.261582001556223,0,0.12,1
"PNKD",0.151496665891106,0.273151642868155,0.188,0.04,1
"MICAL3",0.151612086052225,0.447755739235291,0.25,0.16,1
"PTPN2",0.151709319142312,-0.437240983992776,0.125,0.2,1
"PSME2",0.15182275160752,-0.35929059644739,0,0.12,1
"CCNT1",0.151833164691576,-0.306056392089996,0.062,0.16,1
"ABCA3",0.152013420413167,-0.330283473891358,0.062,0.2,1
"RBM4",0.152120695153737,-0.347675972632614,0.062,0.12,1
"TBC1D8",0.152146480277635,-0.318980076870191,0,0.12,1
"BCL11A",0.152264102062772,0.596769467727924,0.25,0.04,1
"RNF168",0.152289339218726,-0.402947304033525,0,0.12,1
"EID3",0.152439590474277,0.680090417005626,0.188,0.04,1
"ZNF618",0.15262332504707,0.545109871772906,0.375,0.12,1
"GLCE",0.15306939191512,-0.376500212377467,0,0.12,1
"RYR1",0.153074808420301,-0.483538602623369,0.188,0.36,1
"POLL",0.153144822803249,0.56451593728617,0.25,0.08,1
"EMC1",0.153207709060944,-0.28125514058835,0.062,0.16,1
"TBC1D22A",0.153227478670565,0.287180601021833,0.188,0.04,1
"TAF13",0.153231713870753,0.376513173703505,0.188,0.04,1
"BLCAP",0.153235869530949,-0.398004991173944,0.062,0.32,1
"NPIPB4",0.153466344186341,0.327750209720159,0.438,0.16,1
"BBOF1",0.15360978698393,-0.324209003524109,0.062,0.12,1
"RANBP17",0.153796374215965,0.50024361625324,0.25,0.04,1
"INTU",0.153809458936968,0.492227081665421,0.5,0.24,1
"SLC35A3",0.153872663536194,-0.458562707599949,0.312,0.4,1
"TRIM13",0.154015441850192,0.545653686852664,0.25,0.12,1
"KPNA1",0.154055805518408,-0.317941408580859,0.062,0.2,1
"CLK3",0.154056179101108,0.512806810119276,0.375,0.24,1
"ZEB1",0.154349338494901,-0.572689636071269,0.125,0.36,1
"EEA1",0.154382370354303,-0.469502235212637,0.188,0.32,1
"WDR7",0.154396597626246,0.605320423092057,0.375,0.12,1
"SLC25A37",0.15469501740867,-0.273320231345454,0.188,0.32,1
"ACADS",0.154817679205738,-0.267240761077537,0,0.12,1
"SLC44A2",0.154817679205738,-0.267240761077537,0,0.12,1
"PAF1",0.155016736786158,0.349941603816118,0.188,0.04,1
"SLC27A3",0.155367002051122,0.451141543353504,0.188,0.04,1
"RAB40C",0.155502446742206,-0.31251926690909,0.062,0.2,1
"FBXL5",0.155554516056907,0.542260970537281,0.25,0.16,1
"CEP44",0.155702175935244,-0.507991579727841,0.125,0.24,1
"SEC61A2",0.155821434303295,-0.297178650689291,0.062,0.16,1
"DCUN1D2",0.15602646377507,-0.305029806217774,0,0.12,1
"MYO18A",0.156220453879281,-0.323759598830941,0.062,0.2,1
"RUFY2",0.156259289987979,-0.468705579610857,0.375,0.48,1
"RPE",0.156395689424929,-0.372589037774809,0.062,0.12,1
"HELZ",0.156400008871833,-0.410757777168861,0.188,0.32,1
"RNF165",0.156777258428765,0.502949409850152,0.5,0.24,1
"SLC25A3",0.156819486066822,-0.509832205310569,0.125,0.36,1
"HPCA",0.156835124670162,-0.270663143517489,0,0.12,1
"TFB1M",0.156835124670162,-0.270663143517489,0,0.12,1
"TMEM184B",0.157064082649011,-0.307059574468339,0,0.12,1
"ANKDD1A",0.157411231034403,-0.372750990727296,0.062,0.16,1
"USP30",0.157746254307907,-0.405559587060616,0.062,0.12,1
"SNPH",0.157751412478396,-0.411852882249729,0.125,0.24,1
"EFR3A",0.15778824434684,0.43908374560501,0.375,0.24,1
"GABRB1",0.157865166746104,-0.475345805713418,0.125,0.28,1
"CAMK1",0.157946106321477,-0.301880492624063,0.062,0.16,1
"ARHGAP28",0.15811373314587,-0.345918603851313,0.062,0.16,1
"USP32",0.158225816786829,-0.294270524448476,0.062,0.12,1
"BCLAF3",0.158366831802845,0.465297967218768,0.312,0.12,1
"NBPF19",0.158476323071703,-0.355960844947123,0.062,0.16,1
"BICDL2",0.158538438603157,-0.331586194321259,0,0.12,1
"GTF2H2C",0.158687463421599,-0.2738498842614,0,0.12,1
"TTLL5",0.158687463421599,-0.2738498842614,0,0.12,1
"TTBK1",0.159086342838119,0.251738618552865,0.25,0.04,1
"SART3",0.159500277340565,-0.447961534208263,0.25,0.36,1
"TEAD1",0.159961949374919,0.463748356360929,0.375,0.08,1
"RETREG1",0.160252366124443,-0.469997127795771,0.125,0.24,1
"SDCBP",0.160828143320755,0.489279885337858,0.188,0,1
"SLC25A36",0.160934940337626,-0.423686049694445,0.438,0.44,1
"CADM2",0.160991634229043,-0.4772210345263,0.312,0.52,1
"EIF3J",0.161084888255459,-0.401822477679704,0.125,0.2,1
"GRK3",0.161378799716827,-0.380975474227476,0.625,0.64,1
"IFNAR1",0.161458892694334,0.516461015801409,0.312,0.12,1
"CPSF2",0.16149791656834,-0.391029646177865,0,0.08,1
"VASH1",0.161513705483377,-0.297418477520219,0,0.08,1
"RFX1",0.161513963908822,0.528247391495134,0.25,0.08,1
"GOLGA6L9",0.161519017812986,-0.282060106355949,0.062,0.16,1
"CFAP97",0.16153623740414,-0.481575153729359,0,0.08,1
"SPEF2",0.161545504272208,-0.314372849007404,0,0.08,1
"PRMT7",0.161545504272208,-0.314372849007404,0,0.08,1
"STK40",0.161612612267293,0.433252781828972,0.188,0.08,1
"NUDT13",0.16163806009157,-0.366920632530958,0,0.08,1
"PPP4R4",0.161648578476918,-0.364477721858402,0,0.08,1
"RPS6",0.161661820839903,-0.302357453712537,0,0.08,1
"TMED8",0.161674617752034,-0.335499247358065,0,0.08,1
"AAGAB",0.16173954388357,-0.261246502846288,0,0.08,1
"STMN4",0.161741791118618,0.536194621305967,0.25,0.08,1
"C3orf38",0.161771317120444,-0.38747530988227,0,0.08,1
"ZNF573",0.161795893012212,0.681456821394048,0.25,0.08,1
"HSCB",0.16194327438374,-0.288272515937471,0,0.08,1
"SLC29A1",0.161982853527799,-0.279630920771472,0,0.12,1
"EPDR1",0.16199276175247,-0.264810356833014,0,0.08,1
"SNRPB2",0.162031469442151,-0.282056033337031,0,0.08,1
"CSNK1D",0.162048341907107,-0.387333273583661,0.125,0.36,1
"TLL2",0.162123541209056,-0.315415406968486,0,0.08,1
"ZNF136",0.162126578882001,-0.256650053946058,0,0.08,1
"FKBP14",0.162210357025136,-0.35929059644739,0,0.08,1
"DENND1B",0.162284461115341,-0.396300980643803,0,0.08,1
"ORC2",0.162305451187089,-0.297367827649968,0.062,0.16,1
"EMB",0.162315950257182,-0.306056079484548,0,0.08,1
"TAS2R14",0.162353709517574,-0.357653633621976,0,0.08,1
"MRPL43",0.162372861934869,-0.36138182902458,0,0.08,1
"CDC37",0.162378708436759,-0.31276224061969,0,0.08,1
"TBC1D17",0.162505661800515,-0.308041266016125,0,0.08,1
"ELP6",0.162793374161207,-0.251551814972728,0,0.08,1
"SLC3A1",0.162906836392856,-0.356610578114879,0.125,0.2,1
"DPY19L4",0.162936438868912,-0.334435225735371,0,0.08,1
"ZNF26",0.163019346064562,-0.340815119437695,0.062,0.2,1
"CTCF",0.163055118550632,-0.384697151381568,0,0.08,1
"PRR14L",0.163303960030969,-0.467246157729672,0.062,0.28,1
"DNAJC11",0.163379709744317,0.492940097448566,0.25,0.08,1
"MYRFL",0.163434700758039,-0.486967975356657,0.125,0.2,1
"OPTN",0.163502783394776,0.424456279620449,0.188,0.04,1
"CSNK2A2",0.163613478553273,-0.264430943108655,0.125,0.32,1
"NUCB1",0.163707943289772,-0.350507751552965,0,0.08,1
"RHEB",0.163773575605279,-0.279403982266283,0,0.08,1
"PCCB",0.163800597656193,0.375239733051275,0.25,0.08,1
"SELENOT",0.163818952797315,-0.269550194093256,0,0.08,1
"GLRA2",0.163818952797315,-0.269550194093256,0,0.08,1
"MSX2",0.163875613655654,0.264452045498493,0.125,0,1
"CCDC47",0.163875613655654,0.52312375701499,0.125,0,1
"TRMT10C",0.163894979392988,0.448558120858538,0.125,0,1
"YIPF2",0.163948393660219,0.300028436529526,0.188,0.04,1
"CABLES1",0.163956122184174,0.620676390755258,0.125,0,1
"PHOSPHO2",0.163975871333212,-0.298330009390818,0,0.08,1
"ACACA",0.163978560172739,0.389649575941117,0.688,0.36,1
"SLC2A4RG",0.164016385943136,-0.357374738513902,0,0.08,1
"TMED7",0.164041689952992,0.410951566980431,0.125,0,1
"TBC1D31",0.164067083299197,-0.290469187026401,0,0.08,1
"ATL2",0.164192500225619,0.60199240824448,0.25,0.08,1
"ERCC8",0.164202585292707,0.377643785331969,0.125,0,1
"GCNT7",0.164207519170279,-0.43147910971689,0,0.08,1
"CWC15",0.164305513824413,0.364230616660015,0.125,0,1
"THOC7",0.164392300934473,0.394853826903296,0.125,0,1
"GCA",0.164410636259514,-0.292565075056694,0,0.08,1
"ARID3A",0.164452456056082,0.613513913022148,0.125,0,1
"EFCAB2",0.164523203407634,0.31767502718044,0.25,0.08,1
"NPDC1",0.164706950290512,0.399577553415623,0.125,0,1
"PLXNA4",0.164871858889554,-0.465635451110965,0.125,0.32,1
"PHC1",0.164896111579187,-0.382568750493462,0.25,0.4,1
"CDH3",0.164929112575833,-0.392402331599923,0.062,0.12,1
"CBFB",0.164971248133621,-0.264497418383145,0,0.08,1
"SULT6B1",0.165006903557834,-0.319828670777836,0,0.08,1
"CSGALNACT1",0.16507253230551,-0.427783666550331,0.125,0.16,1
"SEC23A",0.165090587870424,-0.266582702661099,0.062,0.12,1
"ST8SIA4",0.16517567439831,-0.305545853593101,0,0.08,1
"RNF130",0.165191155821124,-0.386580741662391,0.188,0.24,1
"TXNDC15",0.165333346034723,0.577756196504832,0.312,0.16,1
"JHY",0.165529556354587,-0.267240761077537,0,0.08,1
"CTNNBL1",0.165571932943623,-0.374928431548339,0,0.12,1
"SLC7A6OS",0.165612738783256,-0.336666515069055,0,0.08,1
"LRRN1",0.165679045505821,-0.279630920771472,0,0.08,1
"PRELID2",0.165679045505821,-0.279630920771472,0,0.08,1
"MORN4",0.165715908174893,0.553282764406189,0.125,0,1
"WDR83OS",0.165846582287927,-0.390140309300129,0,0.08,1
"TUBB2A",0.165890500631698,0.289491309409557,0.125,0,1
"B3GALT4",0.165890500631698,0.289491309409557,0.125,0,1
"PIGU",0.165890500631698,0.289491309409557,0.125,0,1
"BBS10",0.166199031936391,0.32113324289633,0.125,0,1
"ANKRD49",0.16624641081475,0.740155148149091,0.125,0,1
"ATG4C",0.166310007592816,0.346517663450099,0.125,0,1
"RANBP6",0.166438728748314,-0.358674208714071,0,0.08,1
"TPM3",0.166465929198966,-0.334970427791709,0,0.08,1
"TBC1D15",0.166532349899429,0.57249883161502,0.25,0.08,1
"COL4A3",0.16658783715143,-0.283949230481162,0,0.08,1
"WRN",0.16658783715143,-0.283949230481162,0,0.08,1
"HYI",0.166627917760721,-0.272283954618323,0,0.08,1
"C1QTNF2",0.166650267676878,0.474976198317846,0.125,0,1
"ZNF548",0.166681802832244,-0.299410550126924,0.062,0.16,1
"C12orf4",0.16675246226411,-0.288272515937471,0,0.12,1
"ING3",0.166997770508463,-0.434400807490252,0.062,0.16,1
"MVK",0.16702883134902,-0.350694381771627,0,0.08,1
"FAM50A",0.167045338174819,-0.344612024222995,0,0.08,1
"GNPDA2",0.167240176038405,0.437158511340219,0.125,0,1
"LAMP5",0.167270578894317,-0.261582001556223,0,0.08,1
"CNTN1",0.167283154774967,-0.528193745879835,0.062,0.28,1
"NUBP1",0.167464228014949,0.394406986823113,0.125,0,1
"PTOV1",0.167475130848527,-0.421961139590602,0.062,0.16,1
"GPBP1",0.167518258653365,0.519936657549041,0.375,0.12,1
"DALRD3",0.1675297715175,0.261384419426737,0.125,0,1
"MCM9",0.1675297715175,0.261384419426737,0.125,0,1
"MCTS1",0.1675297715175,0.261384419426737,0.125,0,1
