"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"TMF1",0.281382468387219,-0.378771282505107,0.125,0.24,1
"GLIPR1",0.281638779996734,0.374539781820809,0.25,0.12,1
"URGCP",0.281654732138763,0.345322521505634,0.188,0.08,1
"KCTD2",0.281701691446959,-0.364099941688367,0.062,0.16,1
"LMBRD1",0.281876299189933,0.355826302560295,0.125,0.04,1
"NSUN6",0.281906212621235,0.386147583230076,0.188,0.08,1
"PRPF3",0.282282964931344,0.440146746471729,0.188,0.12,1
"DYNC2H1",0.282317358729265,-0.305019284817695,0.125,0.2,1
"PSPC1",0.282586748111674,-0.294418996350671,0.062,0.24,1
"HDAC8",0.282846105847712,-0.33445009195433,0.062,0.16,1
"ETF1",0.282889521401911,-0.402200164735815,0.062,0.16,1
"GRB2",0.283067742851916,-0.305488935629143,0.125,0.28,1
"RUFY3",0.283116792020687,-0.368905740593107,0.25,0.6,1
"AP3S1",0.283472975979788,0.320528760723665,0.188,0.08,1
"C11orf58",0.283535891570591,0.369383626399065,0.5,0.36,1
"DNAJC2",0.283540196395817,-0.296023500808005,0.125,0.28,1
"XKR4",0.283667907249548,0.399757826228266,0.438,0.32,1
"CDK12",0.283812934184961,-0.462400436489082,0.125,0.28,1
"KPNA3",0.283829169110583,0.270525209457682,0.188,0.04,1
"HM13",0.283860262062697,-0.306112842977015,0.062,0.24,1
"SRGAP2C",0.284116661143167,-0.281881377073319,0.188,0.28,1
"PLAGL2",0.28441072799731,0.395500819796621,0.125,0.04,1
"CPD",0.28454003318541,0.440047367221789,0.25,0.16,1
"CSDE1",0.284556057495707,-0.316455060899746,0.25,0.36,1
"EMC3",0.284568811157982,0.442380007681085,0.188,0.04,1
"ARFGEF1",0.284635533420764,-0.381576691022267,0.062,0.24,1
"PAQR7",0.28465341440841,-0.312077747369749,0.062,0.08,1
"EPC1",0.285059936608788,0.358121059037684,0.375,0.2,1
"ZNF483",0.285089488671609,-0.391081375164975,0.188,0.36,1
"PLEKHM1",0.285643606547683,0.496720101722788,0.188,0.04,1
"HIC1",0.285696833905387,0.474547355314021,0.125,0.04,1
"FTH1",0.28588144420034,-0.273144830425735,0.062,0.16,1
"GNAO1",0.285927616405659,-0.333827596571247,0.375,0.56,1
"FOXP1",0.286927116673755,0.374021100697687,0.438,0.24,1
"MBP",0.287071647386811,0.396301902454159,0.438,0.2,1
"SEC31A",0.287530669432415,-0.38747244248472,0.125,0.32,1
"TMEM33",0.288259484855065,0.466647501185464,0.188,0.08,1
"NAT10",0.288537115197115,0.275254811165729,0.312,0.08,1
"ADAM10",0.288719177391001,-0.32706238820207,0.188,0.28,1
"UBL3",0.288744858291136,0.289426060527178,0.25,0.12,1
"DNM2",0.288949255849831,-0.290542771316018,0.125,0.2,1
"EXOC1",0.28904565110425,-0.3788835535819,0.062,0.28,1
"BTBD7",0.289276168150531,0.439108738031376,0.25,0.12,1
"SEPHS1",0.289362989545387,0.27778255121605,0.188,0.04,1
"ZNF394",0.289458539757051,0.318820578661206,0.125,0.04,1
"HLF",0.289642676219637,0.28542494715969,0.188,0.08,1
"HCN1",0.28977270942312,0.39410044089513,0.312,0.24,1
"CPLX2",0.289930698565671,0.314192942184401,0.312,0.08,1
"ATP2A2",0.290269682882062,-0.329328558318572,0.375,0.36,1
"UFL1",0.290438755087631,-0.361284235156898,0.188,0.2,1
"CYB5RL",0.290519854192282,0.444229923794696,0.125,0.12,1
"BDP1",0.290619004026591,0.308790705999856,0.688,0.52,1
"ZNF471",0.290952633835132,-0.323586734022067,0.062,0.24,1
"NPRL3",0.291317275859745,-0.314684035485979,0.062,0.16,1
"PPP2R3A",0.291732291020636,0.301832034359701,0.188,0.08,1
"ZNF302",0.291748119957158,-0.357095818594332,0.562,0.36,1
"UPF1",0.291775121475324,0.356971913001673,0.25,0.12,1
"KIF21A",0.291838375226439,0.317852095477039,0.75,0.64,1
"TCERG1",0.29187653708683,-0.331861756329085,0.438,0.52,1
"POU6F2",0.291914658317997,-0.293881264673406,0.062,0.16,1
"RPS25",0.291934371048594,0.407993498526823,0.125,0.12,1
"RPL6",0.291966139129949,0.389381833175873,0.125,0.08,1
"MAN2B2",0.292162202616765,0.436524332524193,0.25,0.08,1
"SYN3",0.292175228992398,0.3482239692543,0.125,0.04,1
"DNAJC10",0.292330622313562,0.401552509181119,0.25,0.2,1
"SPDYA",0.292462248732329,0.364550662177787,0.125,0.04,1
"SPNS3",0.293442868385871,0.348517580400142,0.188,0.08,1
"OTUD7B",0.293515019449452,0.384413076944273,0.188,0.08,1
"MSH3",0.293569614161609,-0.373307333012765,0.188,0.4,1
"ICE2",0.294130918592704,-0.415633609846517,0.062,0.2,1
"B3GALNT1",0.294131224162846,-0.290381621288367,0.125,0.2,1
"KANSL3",0.294401779755111,-0.25246820427057,0.125,0.12,1
"ACTR1B",0.29485074808045,0.263395200028135,0.25,0.12,1
"GRID2",0.294908555539489,-0.348861026896596,0.125,0.28,1
"ATRN",0.295208701515517,0.377774656983489,0.312,0.12,1
"HMGN1",0.29585999805209,-0.329362871883719,0.125,0.28,1
"SMC5",0.296267334628716,-0.381219234819798,0.125,0.28,1
"BORCS5",0.296304119132017,-0.30211509908751,0.062,0.08,1
"FOXH1",0.296868964728593,-0.329622060199143,0.188,0.32,1
"TGOLN2",0.296977981125866,0.316100354405113,0.375,0.16,1
"CA11",0.297349003033102,0.35716322395046,0.188,0.12,1
"ZNF766",0.297817353119318,0.280468567688468,0.188,0.12,1
"RPS27A",0.297876761343773,-0.326061024502693,0.125,0.12,1
"SPOCK1",0.297985543962917,0.341568549329524,0.438,0.36,1
"THOC5",0.298246534067601,0.313607932232805,0.188,0.08,1
"GNB5",0.298427396329461,0.324137534835127,0.375,0.24,1
"CDC37L1",0.298670768101196,-0.312879207269525,0.062,0.16,1
"ALG11",0.298832822215935,-0.251896834532112,0.125,0.16,1
"PGBD5",0.299051373166223,0.373132063431432,0.438,0.28,1
"EHMT1",0.299125805145573,-0.321439293994216,0.312,0.36,1
"FBXL20",0.299168154262199,0.419571859708751,0.188,0.12,1
"PCNX4",0.299364566183816,0.321645076640168,0.562,0.4,1
"GATC",0.299521489148536,0.307181988186504,0.188,0.12,1
"IWS1",0.299522257971037,-0.385790445320532,0.062,0.28,1
"NEIL1",0.29969771434487,-0.275943050867145,0.062,0.2,1
"RNF215",0.300071769525682,0.292452292515255,0.125,0.08,1
"PCYOX1L",0.300166564863651,0.369273791683022,0.125,0.08,1
"MYRIP",0.300366567792866,-0.260751371432391,0.125,0.2,1
"PINLYP",0.300547868060588,0.40104316434918,0.125,0.08,1
"ST3GAL6",0.30065442074273,0.285275061307362,0.188,0.08,1
"COX11",0.301018849512461,0.319326749008595,0.188,0.2,1
"PRCP",0.30118161626539,-0.273304098759935,0.062,0.12,1
"SCIMP",0.30120784746961,-0.287220700664091,0.062,0.08,1
"NUP50",0.301552388841072,0.330378597674378,0.188,0.12,1
"RSRP1",0.301592187387802,0.322936497534756,0.312,0.16,1
"TENM1",0.301611260832184,0.280346309598035,0.375,0.24,1
"TMCO3",0.301668775254391,0.38769977059638,0.188,0.08,1
"BRINP1",0.301833610816015,0.44813635744044,0.25,0.12,1
"SLITRK1",0.301965735729988,-0.331253307277825,0.062,0.16,1
"GPR107",0.302423968375682,-0.283294908027596,0.125,0.16,1
"GAS7",0.302824809288099,0.359792433447965,0.438,0.24,1
"CDS1",0.302918506505412,0.362150666033686,0.188,0.08,1
"VPS41",0.302986223888905,0.264369382544096,0.125,0.08,1
"PNRC2",0.303030548700078,0.427181455587149,0.125,0.08,1
"HDLBP",0.303137976422555,0.326993726326354,0.312,0.12,1
"RUSC1",0.303204711694122,0.411564699313084,0.25,0.2,1
"KIAA2013",0.303584173379894,0.312034521895138,0.125,0.04,1
"DNAH12",0.303585288167171,0.300028436529526,0.125,0.04,1
"FAM120AOS",0.303593888312607,0.31384060286462,0.125,0.04,1
"ANKRD28",0.303605716833135,-0.275265316441769,0.125,0.24,1
"CLPX",0.303728552401387,0.39732973120056,0.125,0.04,1
"CLK1",0.303747431513852,0.328197108448171,0.125,0.04,1
"PLCH2",0.303910250430486,0.279835309291526,0.188,0.08,1
"KDM8",0.303982206447111,0.341158307731252,0.125,0.04,1
"NEO1",0.303998671650033,0.290243090416778,0.188,0.08,1
"ZNF263",0.304009027889339,0.276672235743612,0.125,0.04,1
"ABCA4",0.30413178282694,0.347854715506106,0.125,0.04,1
"CCDC18",0.304403196096933,0.421954087868307,0.188,0.08,1
"COPS3",0.304708552752259,0.369307115122093,0.125,0.04,1
"NOS1AP",0.304772960877756,-0.257741753517674,0.188,0.28,1
"ZNF883",0.304818656568109,0.442563193535317,0.312,0.16,1
"CLPTM1L",0.304850114789626,0.259088239704315,0.125,0.04,1
"CAPRIN2",0.304890395649423,0.435192523077838,0.25,0.12,1
"TDRD3",0.304929758216689,-0.423153289699436,0.062,0.28,1
"CDK19",0.305166350072773,0.359931820249373,0.25,0.08,1
"FIZ1",0.305210233851354,0.385343176349083,0.125,0.04,1
"IPO8",0.305349280277383,0.308443659475795,0.125,0.04,1
"NUSAP1",0.30578415005425,0.303342076807347,0.125,0.08,1
"FAM98C",0.305952788847136,0.346937937165419,0.25,0.08,1
"LRRC8A",0.306069696761929,0.27611237373799,0.125,0.04,1
"MKNK1",0.306472539224611,-0.323660398714759,0.188,0.24,1
"TPI1",0.306485699422906,0.284300151346136,0.125,0.04,1
"DHX36",0.306500603119615,-0.354133563561419,0.312,0.4,1
"ANO4",0.306585067678785,-0.376392318539416,0.188,0.28,1
"TXNDC9",0.306798755016153,0.2720634988639,0.125,0.04,1
"NOC3L",0.307056236582893,-0.262655724915803,0.062,0.12,1
"STRADB",0.30717111259473,0.364332042568597,0.125,0.04,1
"PPFIA2",0.307349449969211,0.335369816681,0.375,0.36,1
"RANBP9",0.307492738234924,0.336719916584833,0.188,0.08,1
"MED15",0.307586935743853,-0.27403410749981,0.125,0.16,1
"MPI",0.307613785515008,0.306134826375559,0.125,0.04,1
"BCLAF1",0.307795495510927,-0.333063497930041,0.5,0.52,1
"AGAP1",0.307888551225728,0.281223908667541,0.125,0.04,1
"ARHGAP1",0.308045554279035,0.382819326623477,0.25,0.08,1
"PCNX2",0.308153452575275,0.334522625747241,0.562,0.32,1
"NCOA4",0.308227614590503,0.255006492270781,0.188,0.08,1
"MS4A18",0.308230413953937,0.318083086630503,0.125,0.04,1
"STRN",0.308300331766854,0.365505385185646,0.312,0.08,1
"SMARCB1",0.308309769765367,0.319629046033174,0.125,0.04,1
"CCDC28B",0.308946464053829,0.33213681811073,0.125,0.04,1
"ETAA1",0.308961048543867,0.477589936481865,0.125,0.04,1
"HDGFL3",0.309063800975097,-0.347890362524576,0.188,0.28,1
"SYT4",0.309274958508272,0.284382157383345,0.125,0.08,1
"ZNF430",0.309393292010556,-0.310251633026691,0.062,0.24,1
"CADM1",0.30967290331435,-0.331039198292391,0.188,0.36,1
"PCID2",0.309745435204288,0.383078625041564,0.25,0.08,1
"GPANK1",0.309910380843056,-0.267079574139974,0.062,0.08,1
"MPHOSPH6",0.310001510271265,0.328867783436161,0.312,0.16,1
"RPS6KB1",0.310449389811377,-0.339054981925675,0.125,0.24,1
"NPIPB5",0.310485580841972,0.290761962188238,0.375,0.24,1
"SYT12",0.310600592758052,-0.31733551965619,0.125,0.2,1
"HNRNPH3",0.310875306520774,-0.328127282721729,0.062,0.2,1
"ORMDL1",0.310877534435648,0.359940683625092,0.312,0.16,1
"ZNF500",0.311222916632313,-0.380935082896253,0.062,0.2,1
"WNK2",0.31126796771745,-0.304325613650108,0.125,0.12,1
"CGGBP1",0.311544195626624,-0.269353498069872,0.062,0.12,1
"HYKK",0.311603215038326,0.387710047004858,0.125,0.04,1
"EMC4",0.311935147229083,0.339843601824336,0.188,0.12,1
"CSMD3",0.31207028738887,-0.378855382285022,0.25,0.4,1
"GOLGA1",0.312165089258669,0.424602816575087,0.125,0.12,1
"TIMM44",0.312394033031234,0.288712455506763,0.125,0.12,1
"BCL2L11",0.312897425281764,0.298569701103756,0.188,0.08,1
"ZNF692",0.313164954005758,0.304145131827767,0.125,0.04,1
"PGK1",0.313619022356563,-0.273953123025033,0.125,0.16,1
"KIT",0.313697455632039,-0.362272249945433,0.25,0.36,1
"RALGPS2",0.313926009229644,0.394156239254377,0.125,0.08,1
"LEMD2",0.314573343887082,-0.28191031617169,0.062,0.08,1
"ZNF544",0.314644637281802,0.338485580426565,0.312,0.16,1
"RNF44",0.314778731155533,0.378518517696822,0.25,0.12,1
"POLH",0.315023038041072,-0.297367827649968,0.062,0.08,1
"PPP1R9B",0.315428566147171,0.37487251129828,0.188,0.12,1
"AGPAT4",0.31569253986805,-0.316339937910888,0.312,0.2,1
"SMARCE1",0.316403883038465,-0.280913881195666,0.062,0.16,1
"KMT2C",0.316589629871766,-0.343549752069574,0.438,0.44,1
"KLF13",0.316748175213986,-0.295714632636468,0.188,0.16,1
"PLPP5",0.31693392350412,0.333673445096196,0.125,0.04,1
"PIK3CA",0.317184608255083,-0.351162877930629,0.25,0.36,1
"MIA3",0.317604839666509,-0.451221533497197,0.125,0.4,1
"HELLS",0.31853984419519,0.372667669181725,0.188,0.08,1
"SQSTM1",0.319351070472439,0.436197063644452,0.125,0.08,1
"ABCB8",0.319393639543068,-0.281089636389246,0.188,0.24,1
"NFIA",0.319704082440611,0.320940839669787,0.375,0.24,1
"DIAPH1",0.320094950856923,0.40387537015416,0.25,0.08,1
"KIF3A",0.320269269315799,-0.330189839833843,0.375,0.6,1
"LPIN1",0.320570434172295,-0.341334986803724,0.25,0.36,1
"PPP6C",0.320631713317692,0.328033323905013,0.125,0.04,1
"KLHL18",0.320913339472211,0.434993253540337,0.125,0.08,1
"PHF19",0.321070233386498,0.330469649721834,0.125,0.04,1
"RNF146",0.321827988999048,-0.302509329290105,0.188,0.36,1
"EPHB6",0.322064851102356,-0.268457121962896,0.188,0.28,1
"RSRC1",0.322463627477395,0.392149636345678,0.188,0.12,1
"DLX6",0.323701075645236,-0.265764067658675,0.125,0.2,1
"DDX21",0.323886602579839,-0.299124257294716,0.062,0.08,1
"CELSR3",0.324280900238665,0.392103914311516,0.125,0.04,1
"KCNK12",0.324322985431649,0.378651467705702,0.25,0.08,1
"SRSF8",0.324415871419786,0.27332248696251,0.125,0.08,1
"KLHL24",0.324622416708964,0.37947322146405,0.375,0.12,1
"CXorf38",0.324832153219512,-0.303043338367054,0.062,0.12,1
"ITM2B",0.324960878089709,-0.323049929240662,0.062,0.2,1
"LGALS8",0.325209221824411,0.383919542566434,0.312,0.24,1
"CDH7",0.325260888401245,0.390466064261517,0.188,0.08,1
"ACIN1",0.325292333466456,0.41120284325371,0.438,0.36,1
"LSM5",0.325319187952933,0.30211595307413,0.125,0.04,1
"NIPSNAP2",0.325419062640171,0.398043423923029,0.25,0.16,1
"ITGB1",0.325995328992737,0.325929037356316,0.25,0.08,1
"UBASH3B",0.32599545794343,-0.329706557862254,0.188,0.32,1
"EPHA4",0.326116369820034,-0.271040915865304,0.062,0.12,1
"SGSM2",0.326836123804007,0.278918503086313,0.188,0.16,1
"TTC32",0.327286881279785,-0.27120974550314,0,0.04,1
"KCNG3",0.327286881279785,-0.276830940566965,0,0.04,1
"FBXO36",0.327286881279785,-0.262574237132543,0,0.04,1
"HES6",0.327286881279785,-0.272017731581666,0,0.04,1
"POLQ",0.327286881279785,-0.267535807695415,0,0.04,1
"MYL5",0.327286881279785,-0.256277006815927,0,0.04,1
"TMEM170B",0.327286881279785,-0.323503080787568,0,0.04,1
"ZKSCAN4",0.327286881279785,-0.263865151100387,0,0.04,1
"FABP7",0.327286881279785,-0.266644980391005,0,0.04,1
"FAM3A",0.327286881279785,-0.279175919362117,0,0.04,1
"HBB",0.327286881279785,-0.29273546476455,0,0.04,1
"SORCS1",0.327286881279785,-0.392525058555795,0,0.04,1
"TRPC4",0.327286881279785,-0.262900338310776,0,0.04,1
"PCDH17",0.327286881279785,-0.270663143517489,0,0.04,1
"RPL36AL",0.327286881279785,-0.326417197226757,0,0.04,1
"EVI2A",0.327286881279785,-0.294568899689897,0,0.04,1
"MRO",0.327286881279785,-0.291529156375914,0,0.04,1
"CNDP1",0.327286881279785,-0.278484873214098,0,0.04,1
"SPATA2",0.327286881279785,-0.329529937919882,0,0.04,1
"KLHL15",0.327286881279785,-0.280969537058861,0,0.04,1
"NDUFB9",0.327286881279785,-0.280969537058861,0,0.04,1
"ELP5",0.327286881279785,-0.27778330075883,0,0.04,1
"GAPVD1",0.327656149924048,-0.273199283734539,0.125,0.24,1
"SPOPL",0.327929137082038,-0.293920374251278,0.125,0.16,1
"MAP3K9",0.328243327646215,0.31093227694575,0.125,0.04,1
"CMYA5",0.328261851700787,0.283489076845058,0.625,0.64,1
"TOM1L2",0.328415869179594,0.339120822434176,0.125,0.08,1
"ZNF829",0.328610808264835,0.337589279101679,0.312,0.2,1
"KHDRBS1",0.328642101071948,0.338067279545847,0.25,0.24,1
"CRYBG1",0.32941149604469,0.403152194621721,0.125,0.04,1
"RBM4B",0.329514406722081,-0.301554501309825,0.188,0.28,1
"YY1",0.329524266000866,0.388170429056809,0.25,0.2,1
"CCDC146",0.329774124722815,-0.251863354868057,0.062,0.12,1
"GOSR2",0.329791830094049,0.350879484196565,0.312,0.2,1
"PKNOX1",0.329848918771394,0.38163381930111,0.188,0.12,1
"NDUFS4",0.330169783363382,0.437054915380444,0.125,0.08,1
"EMC10",0.330582075903196,-0.321271651024427,0.312,0.28,1
"PDCD6IP",0.331321586461824,0.374645217598946,0.188,0.08,1
"DONSON",0.331621054913081,0.371261467883933,0.312,0.32,1
"WDFY2",0.331789117066717,-0.322876105894397,0.062,0.12,1
"ATXN7L3",0.332069180268002,-0.314486532298379,0.062,0.16,1
"NETO1",0.332743785638551,-0.304429091499784,0.25,0.4,1
"ATF2",0.332814979658189,0.263262788887498,0.25,0.12,1
"TTC34",0.333170135915476,0.280510018970963,0.062,0,1
"MECR",0.333170135915476,0.302879759017449,0.062,0,1
"EIF3I",0.333170135915476,0.267393209757993,0.062,0,1
"ZFP69B",0.333170135915476,0.339742793625557,0.062,0,1
"MRPL9",0.333170135915476,0.270217710222998,0.062,0,1
"YOD1",0.333170135915476,0.280510018970963,0.062,0,1
"CPSF3",0.333170135915476,0.312607166273035,0.062,0,1
"FAM98A",0.333170135915476,0.309513926377734,0.062,0,1
"CFAP36",0.333170135915476,0.264452045498493,0.062,0,1
"SFT2D3",0.333170135915476,0.329903866342574,0.062,0,1
"SCRN3",0.333170135915476,0.34559034978044,0.062,0,1
"DPH3",0.333170135915476,0.379356486836206,0.062,0,1
"CNOT10",0.333170135915476,0.302879759017449,0.062,0,1
"LZTFL1",0.333170135915476,0.405133687429384,0.062,0,1
"PTPN23",0.333170135915476,0.306276068205524,0.062,0,1
"HACD2",0.333170135915476,0.275550625750796,0.062,0,1
"ZBBX",0.333170135915476,0.272934256727927,0.062,0,1
"DNAJC19",0.333170135915476,0.337675966512701,0.062,0,1
"SLC10A4",0.333170135915476,0.25482397715927,0.062,0,1
"PAIP1",0.333170135915476,0.360595677947721,0.062,0,1
"ELL2",0.333170135915476,0.327510425165554,0.062,0,1
"HARS2",0.333170135915476,0.406637763670611,0.062,0,1
"PCDHB11",0.333170135915476,0.355150778732234,0.062,0,1
"CNOT6",0.333170135915476,0.31410339795167,0.062,0,1
"ID4",0.333170135915476,0.25482397715927,0.062,0,1
"TCP1",0.333170135915476,0.307913895099129,0.062,0,1
"MAFK",0.333170135915476,0.25482397715927,0.062,0,1
"ASL",0.333170135915476,0.349225604213847,0.062,0,1
"STYXL1",0.333170135915476,0.291568119221951,0.062,0,1
"TMEM168",0.333170135915476,0.325030249821773,0.062,0,1
"GIMAP6",0.333170135915476,0.291568119221951,0.062,0,1
"PRDX4",0.333170135915476,0.306276068205524,0.062,0,1
"RPA4",0.333170135915476,0.384243391499264,0.062,0,1
"PHF6",0.333170135915476,0.25482397715927,0.062,0,1
"VBP1",0.333170135915476,0.297452754502075,0.062,0,1
"TEX15",0.333170135915476,0.361338636957741,0.062,0,1
"ADRB3",0.333170135915476,0.312607166273035,0.062,0,1
"NUDCD1",0.333170135915476,0.258179257125159,0.062,0,1
"NIPSNAP3B",0.333170135915476,0.258179257125159,0.062,0,1
"ZBTB26",0.333170135915476,0.307913895099129,0.062,0,1
"MVB12B",0.333170135915476,0.374687032008522,0.062,0,1
"COQ4",0.333170135915476,0.306276068205524,0.062,0,1
"GALNT18",0.333170135915476,0.344650145120035,0.062,0,1
"UBE2L6",0.333170135915476,0.264452045498493,0.062,0,1
"CTSF",0.333170135915476,0.357538610035383,0.062,0,1
"RNF121",0.333170135915476,0.311077829885995,0.062,0,1
"NARS2",0.333170135915476,0.347432427262534,0.062,0,1
"CTSC",0.333170135915476,0.334452951978678,0.062,0,1
"ATP5MG",0.333170135915476,0.289491309409557,0.062,0,1
"CDC123",0.333170135915476,0.270217710222998,0.062,0,1
"PDSS1",0.333170135915476,0.295545700231776,0.062,0,1
"MRPS16",0.333170135915476,0.377062894518745,0.062,0,1
"PDE6C",0.333170135915476,0.270217710222998,0.062,0,1
"PGAM1",0.333170135915476,0.295545700231776,0.062,0,1
"RPEL1",0.333170135915476,0.280510018970963,0.062,0,1
"MCMBP",0.333170135915476,0.363519264294771,0.062,0,1
"CHST15",0.333170135915476,0.295545700231776,0.062,0,1
"EEF1AKMT2",0.333170135915476,0.297452754502075,0.062,0,1
"MMP19",0.333170135915476,0.306276068205524,0.062,0,1
"RPL41",0.333170135915476,0.391659993979055,0.062,0,1
"FGD6",0.333170135915476,0.295545700231776,0.062,0,1
"MTRF1",0.333170135915476,0.336618498383319,0.062,0,1
"VRK1",0.333170135915476,0.299309100896017,0.062,0,1
"CTXN2",0.333170135915476,0.307913895099129,0.062,0,1
"RAB8B",0.333170135915476,0.282864981738035,0.062,0,1
"EFL1",0.333170135915476,0.306276068205524,0.062,0,1
"TRAPPC2L",0.333170135915476,0.325030249821773,0.062,0,1
"ZNF232",0.333170135915476,0.280510018970963,0.062,0,1
"RNF227",0.333170135915476,0.332216311613558,0.062,0,1
"LYRM9",0.333170135915476,0.327510425165554,0.062,0,1
"OMG",0.333170135915476,0.258179257125159,0.062,0,1
"L3MBTL4",0.333170135915476,0.251304206082578,0.062,0,1
"ZNF521",0.333170135915476,0.352674977278866,0.062,0,1
"CFAP53",0.333170135915476,0.319783516259934,0.062,0,1
"TNNC2",0.333170135915476,0.287351168413852,0.062,0,1
"TRIR",0.333170135915476,0.352674977278866,0.062,0,1
"PSG2",0.333170135915476,0.301117308914513,0.062,0,1
"FLT3LG",0.333170135915476,0.282864981738035,0.062,0,1
"ZNF320",0.333170135915476,0.350972356329526,0.062,0,1
"ZIK1",0.333170135915476,0.421219933548786,0.062,0,1
"RTL10",0.333170135915476,0.451759883727127,0.062,0,1
"C22orf46",0.333170135915476,0.413675717673733,0.062,0,1
"NDUFA6",0.333170135915476,0.44075475724352,0.062,0,1
"DEGS1",0.333170135915476,0.382115953813412,0.062,0,1
"C2orf88",0.333170135915476,0.341748559410506,0.062,0,1
"HYAL1",0.333170135915476,0.261384419426737,0.062,0,1
"FSTL1",0.333170135915476,0.355956192335564,0.062,0,1
"HMCES",0.333170135915476,0.328717615192537,0.062,0,1
"MARCOL",0.333170135915476,0.261384419426737,0.062,0,1
"SLC35G5",0.333170135915476,0.261384419426737,0.062,0,1
"CA8",0.333170135915476,0.372222921071351,0.062,0,1
"ACBD7",0.333170135915476,0.390718150283042,0.062,0,1
"GHITM",0.333170135915476,0.261384419426737,0.062,0,1
"AMN1",0.333170135915476,0.400400881555715,0.062,0,1
"CTC1",0.333170135915476,0.285143809887627,0.062,0,1
"ZNF750",0.333170135915476,0.261384419426737,0.062,0,1
"ANKRD62",0.333170135915476,0.341748559410506,0.062,0,1
"REV1",0.333685621456438,0.335835898969033,0.375,0.16,1
"RBBP4",0.333745265662538,0.330893219186322,0.562,0.32,1
"ZNF385D",0.333903646410485,0.295859941130507,0.688,0.4,1
"DDX10",0.334104098867207,0.410731946489877,0.188,0.12,1
"GAD2",0.334205637080863,-0.340815375348188,0.25,0.36,1
"PIEZO1",0.334874267884097,0.286443086130389,0.125,0.08,1
"CDK5R1",0.33508312511618,0.396366770743925,0.25,0.12,1
"STK36",0.335233214303387,0.284382157383345,0.125,0.08,1
"ELAVL2",0.335293687018397,-0.306348351855255,0.188,0.44,1
"ZNF347",0.335301410124283,0.289053837828926,0.188,0.12,1
"ERCC6L2",0.335408116749989,0.394945634209968,0.438,0.36,1
"DNAJC7",0.335509669980357,-0.292005297472293,0.375,0.44,1
"MRTO4",0.335804549136673,0.393487250447585,0.188,0.16,1
"GNB2",0.33662242867335,0.311846636356277,0.125,0.08,1
"LARP1B",0.337125717050077,-0.329157013459844,0.188,0.36,1
"TAF1D",0.337337203156548,0.317113114333876,0.562,0.52,1
"CCDC14",0.33865798485673,-0.380145079817088,0.25,0.28,1
"SH3GLB2",0.338763737237803,-0.291569497099932,0.125,0.12,1
"TAF10",0.338805815852669,-0.272062188875338,0.125,0.12,1
"SKIDA1",0.338992514130407,-0.326628732548263,0.062,0.12,1
"KLHDC4",0.339519575708685,-0.25568166042168,0.062,0.28,1
"CLCN3",0.33995866853379,-0.350034211725078,0.188,0.28,1
"SCUBE2",0.340140596737844,-0.27167548502413,0.062,0.08,1
"TMEM232",0.340243280754704,0.30685149955054,0.188,0.08,1
"CSAD",0.340243576234629,0.298331466667598,0.562,0.4,1
"PIK3CB",0.340306043085262,-0.273852509460366,0.062,0.2,1
"POLM",0.340323894049769,-0.270186306032738,0.062,0.08,1
"AUP1",0.340850770535142,0.295681675294499,0.125,0.08,1
"EEF1A2",0.340897444268679,0.417895770024425,0.125,0.08,1
"AKR1B1",0.341249866313508,0.3211432443623,0.125,0.04,1
"SLC41A3",0.341351497003203,0.33847832946947,0.125,0.04,1
"CAMKV",0.341387776060886,-0.250893016357351,0.062,0.08,1
"REXO4",0.341425612462663,-0.267781087454713,0.125,0.16,1
"KPNB1",0.341620873463493,-0.310684467887025,0.25,0.32,1
"NCBP1",0.341846262837372,0.427787580057289,0.125,0.12,1
"JADE1",0.341909426621804,0.312034521895138,0.125,0.04,1
"AP4E1",0.3419621892223,0.278335570070107,0.188,0.12,1
"EXOC4",0.34213303132121,-0.297151876790337,0.125,0.12,1
"RING1",0.342409475002644,0.29409584270146,0.125,0.04,1
"CAND2",0.342465119192563,0.339280286403445,0.25,0.04,1
"KIF26B",0.342541011697927,0.34942352082167,0.188,0.08,1
"ZNF608",0.344020052123545,0.355014939264543,0.25,0.08,1
"PHTF2",0.344212535408162,-0.28659688808585,0.125,0.24,1
"RUBCN",0.344506578147854,0.387094832487029,0.25,0.2,1
"ULK3",0.344572434182229,0.370057664489444,0.188,0.16,1
"ANKRD24",0.344673939185352,0.303009646100026,0.312,0.12,1
"HPCAL4",0.344813352945057,-0.330592478586965,0.125,0.28,1
"MAPRE3",0.344901009386626,0.316980290715118,0.312,0.2,1
"QTRT1",0.345887336432968,0.320023744923577,0.312,0.16,1
"MTMR7",0.346461271846191,0.290775639867473,0.188,0.16,1
"UPF2",0.346623315176881,0.347625769844812,0.312,0.24,1
"NDUFS1",0.346852175378965,-0.267007056622669,0.188,0.36,1
"PLK2",0.346972413227948,0.310455216156052,0.125,0.12,1
"EPB41",0.346996237003662,0.261710671559002,0.125,0.04,1
"GTF2F1",0.347050152756473,0.389279037791916,0.25,0.12,1
"MAPK3",0.347198144044444,0.286427969255679,0.188,0.04,1
"MBNL2",0.347379102649935,0.279393955894087,0.188,0.12,1
"PPM1L",0.347460503284481,-0.251535699716423,0.125,0.2,1
"TM7SF2",0.347490095823389,-0.273904631407453,0.25,0.24,1
